Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,StudentID
male,group B,master's degree,free/reduced,completed,married,regularly,yes,2.0,school_bus,< 5,84,84,87,7137
male,group B,associate's degree,standard,completed,divorced,regularly,yes,1.0,school_bus,5 - 10,64,69,72,7138
male,group D,associate's degree,standard,completed,single,never,no,1.0,private,5 - 10,76,81,80,7139
male,group E,associate's degree,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,87,74,75,7140
male,group D,high school,free/reduced,none,married,sometimes,yes,2.0,private,> 10,61,61,58,7141
male,group D,bachelor's degree,standard,none,married,never,no,2.0,private,< 5,69,54,59,7142
male,group B,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,45,40,37,7143
female,group C,some college,free/reduced,none,married,sometimes,no,5.0,school_bus,5 - 10,73,68,70,7144
female,group A,some college,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,65,77,78,7145
female,group C,associate's degree,standard,none,divorced,regularly,yes,7.0,private,> 10,61,75,70,7146
male,group C,some college,standard,none,married,sometimes,yes,0.0,private,5 - 10,59,51,55,7147
male,group D,some college,free/reduced,completed,single,sometimes,yes,3.0,private,5 - 10,57,52,59,7148
male,group B,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,34,52,44,7149
female,group E,some college,standard,none,single,regularly,yes,4.0,school_bus,< 5,89,91,92,7150
male,group C,some college,standard,none,divorced,regularly,yes,3.0,private,< 5,82,85,77,7151
female,group D,some high school,standard,completed,married,sometimes,yes,0.0,private,5 - 10,82,80,85,7152
female,group C,some college,standard,completed,widowed,never,yes,3.0,private,< 5,74,93,94,7153
male,group B,high school,standard,none,married,regularly,no,2.0,school_bus,< 5,59,41,44,7154
male,group D,bachelor's degree,standard,completed,married,sometimes,yes,2.0,private,< 5,72,78,84,7155
male,group C,associate's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,< 5,31,36,27,7156
male,group C,some high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,75,72,70,7157
male,group D,some high school,free/reduced,none,single,regularly,no,2.0,private,< 5,47,57,54,7158
female,group B,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,< 5,68,86,81,7159
male,group D,some college,free/reduced,completed,married,never,yes,1.0,school_bus,> 10,66,71,70,7160
female,group D,some high school,free/reduced,completed,single,sometimes,yes,2.0,private,< 5,56,75,73,7161
female,group C,high school,standard,completed,married,sometimes,yes,2.0,school_bus,> 10,73,78,83,7162
male,group E,some college,standard,none,married,sometimes,yes,1.0,private,> 10,60,50,47,7163
male,group C,high school,standard,none,married,never,no,1.0,private,< 5,84,80,70,7164
female,group D,some high school,free/reduced,none,divorced,regularly,yes,3.0,private,< 5,48,60,60,7165
male,group C,some college,free/reduced,completed,divorced,regularly,yes,3.0,school_bus,5 - 10,48,54,56,7166
male,group D,associate's degree,standard,completed,divorced,sometimes,yes,3.0,private,5 - 10,74,64,66,7167
female,group E,some college,free/reduced,completed,single,sometimes,yes,3.0,private,5 - 10,72,84,81,7168
female,group D,some college,standard,none,divorced,regularly,yes,0.0,private,< 5,83,90,89,7169
female,group D,associate's degree,free/reduced,completed,married,regularly,no,5.0,school_bus,< 5,46,61,62,7170
male,group C,associate's degree,standard,completed,divorced,sometimes,yes,1.0,private,5 - 10,77,68,64,7171
female,group B,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,59,76,73,7172
female,group E,high school,free/reduced,none,single,sometimes,yes,0.0,private,5 - 10,76,87,83,7173
male,group E,some college,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,78,76,76,7174
female,group B,some college,free/reduced,none,married,never,yes,1.0,private,< 5,19,38,28,7175
female,group D,associate's degree,standard,none,married,sometimes,no,4.0,private,< 5,58,62,69,7176
female,group D,high school,free/reduced,none,divorced,regularly,yes,3.0,private,5 - 10,46,62,57,7177
male,group E,high school,standard,none,widowed,regularly,yes,1.0,private,> 10,64,50,36,7178
female,group C,bachelor's degree,standard,none,married,never,yes,2.0,private,5 - 10,60,77,66,7179
female,group A,bachelor's degree,free/reduced,none,married,sometimes,yes,5.0,school_bus,< 5,71,80,79,7180
female,group A,some high school,standard,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,55,53,58,7181
female,group B,associate's degree,free/reduced,completed,divorced,regularly,no,1.0,school_bus,5 - 10,40,51,55,7182
female,group C,high school,free/reduced,none,married,regularly,yes,0.0,private,> 10,54,64,69,7183
female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,62,71,71,7184
female,group C,bachelor's degree,standard,none,married,sometimes,no,3.0,private,5 - 10,89,100,100,7185
female,group B,some college,standard,none,widowed,sometimes,no,1.0,private,5 - 10,62,59,62,7186
male,group C,associate's degree,free/reduced,none,married,sometimes,yes,4.0,school_bus,5 - 10,50,57,48,7187
male,group E,some college,free/reduced,none,married,sometimes,yes,0.0,private,< 5,75,82,72,7188
female,group B,associate's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,65,68,70,7189
male,group D,bachelor's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,85,74,79,7190
female,group D,bachelor's degree,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,53,64,67,7191
female,group C,master's degree,standard,none,single,regularly,yes,6.0,school_bus,5 - 10,77,76,77,7192
male,group B,some college,standard,completed,single,never,no,2.0,school_bus,> 10,72,67,74,7193
female,group C,bachelor's degree,standard,none,married,sometimes,yes,2.0,private,< 5,81,83,82,7194
female,group D,high school,free/reduced,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,72,86,82,7195
female,group B,master's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,58,70,66,7196
male,group A,some high school,standard,none,widowed,sometimes,no,3.0,private,< 5,69,63,63,7197
male,group D,high school,standard,completed,married,regularly,no,3.0,school_bus,5 - 10,74,68,71,7198
male,group C,some college,free/reduced,completed,single,regularly,no,3.0,school_bus,> 10,60,50,56,7199
female,group C,some high school,free/reduced,none,widowed,sometimes,yes,2.0,school_bus,< 5,36,52,44,7200
female,group C,master's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,65,76,78,7201
female,group C,some high school,standard,completed,married,never,yes,0.0,school_bus,5 - 10,62,73,74,7202
male,group A,some college,standard,completed,married,sometimes,no,3.0,private,> 10,89,89,83,7203
female,group D,master's degree,standard,completed,divorced,regularly,yes,1.0,private,> 10,98,93,100,7204
female,group B,some college,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,57,69,61,7205
male,group B,high school,standard,completed,married,sometimes,no,4.0,school_bus,5 - 10,89,90,91,7206
female,group C,associate's degree,standard,none,married,never,no,3.0,private,5 - 10,70,71,76,7207
male,group E,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,87,68,66,7208
male,group B,master's degree,standard,none,married,regularly,yes,1.0,private,> 10,47,44,49,7209
male,group E,some college,standard,none,divorced,regularly,yes,0.0,school_bus,< 5,58,55,54,7210
male,group C,some college,standard,none,widowed,sometimes,no,5.0,school_bus,5 - 10,47,44,41,7211
female,group C,bachelor's degree,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,88,95,95,7212
female,group D,some high school,standard,completed,married,never,no,2.0,school_bus,5 - 10,62,70,69,7213
male,group C,master's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,73,81,79,7214
male,group C,some high school,standard,completed,married,regularly,yes,1.0,school_bus,< 5,63,60,57,7215
male,group B,some college,free/reduced,completed,married,sometimes,yes,4.0,school_bus,< 5,49,58,54,7216
male,group B,some college,free/reduced,none,married,never,yes,3.0,school_bus,< 5,64,58,64,7217
female,group D,some college,standard,completed,divorced,sometimes,yes,3.0,private,> 10,73,89,94,7218
female,group D,some high school,standard,completed,married,regularly,no,2.0,school_bus,< 5,54,64,73,7219
male,group E,associate's degree,free/reduced,none,married,regularly,no,2.0,private,5 - 10,67,66,60,7220
female,group C,high school,free/reduced,completed,single,sometimes,no,2.0,school_bus,5 - 10,62,74,78,7221
female,group D,associate's degree,free/reduced,none,married,sometimes,no,4.0,school_bus,< 5,56,68,70,7222
female,group C,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,66,70,79,7223
male,group B,high school,standard,none,divorced,sometimes,yes,5.0,private,5 - 10,69,54,57,7224
male,group D,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,66,75,64,7225
male,group D,master's degree,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,90,94,96,7226
female,group D,associate's degree,free/reduced,none,single,regularly,yes,4.0,school_bus,< 5,44,60,59,7227
male,group C,master's degree,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,67,65,71,7228
female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,1.0,private,< 5,57,67,58,7229
male,group C,associate's degree,standard,completed,married,sometimes,yes,3.0,private,> 10,72,82,83,7230
male,group D,bachelor's degree,standard,completed,married,sometimes,no,3.0,private,5 - 10,75,77,79,7231
female,group B,high school,standard,none,widowed,sometimes,yes,1.0,school_bus,5 - 10,45,52,48,7232
female,group C,some college,standard,completed,divorced,sometimes,no,7.0,school_bus,> 10,88,94,93,7233
female,group B,some college,free/reduced,none,married,regularly,no,4.0,school_bus,5 - 10,48,72,66,7234
male,group D,some high school,standard,completed,divorced,sometimes,yes,3.0,private,5 - 10,59,52,58,7235
female,group C,some high school,free/reduced,none,divorced,sometimes,no,2.0,school_bus,5 - 10,46,64,61,7236
male,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,3.0,private,5 - 10,33,34,27,7237
male,group D,some college,standard,none,divorced,regularly,no,1.0,school_bus,< 5,68,64,67,7238
male,group D,high school,free/reduced,completed,married,sometimes,yes,0.0,school_bus,> 10,75,63,65,7239
male,group D,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,45,49,48,7240
male,group A,some high school,standard,none,married,sometimes,no,2.0,private,< 5,71,54,52,7241
male,group B,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10,56,59,47,7242
female,group B,high school,standard,none,married,regularly,yes,4.0,private,5 - 10,70,81,78,7243
male,group D,some college,standard,none,married,regularly,no,3.0,school_bus,< 5,80,71,72,7244
female,group A,some college,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,56,63,59,7245
female,group C,some high school,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,82,86,82,7246
female,group C,some college,standard,none,single,regularly,no,1.0,private,5 - 10,67,75,68,7247
female,group B,some high school,standard,none,single,sometimes,no,5.0,private,< 5,64,65,57,7248
male,group D,bachelor's degree,standard,none,divorced,never,yes,1.0,school_bus,5 - 10,97,92,88,7249
male,group E,some high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,43,30,28,7250
female,group D,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,80,95,92,7251
female,group E,bachelor's degree,standard,completed,married,regularly,no,3.0,private,< 5,76,97,96,7252
female,group D,associate's degree,standard,none,single,sometimes,yes,4.0,school_bus,5 - 10,58,66,66,7253
male,group B,some college,standard,completed,single,regularly,yes,2.0,private,5 - 10,90,82,88,7254
female,group D,associate's degree,free/reduced,none,married,regularly,no,1.0,private,5 - 10,84,87,90,7255
female,group C,bachelor's degree,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5,68,83,81,7256
female,group D,some college,free/reduced,completed,married,sometimes,yes,1.0,private,5 - 10,81,97,97,7257
female,group B,some high school,standard,none,single,sometimes,no,1.0,school_bus,> 10,63,57,62,7258
male,group D,some college,standard,completed,married,never,no,4.0,school_bus,< 5,81,89,88,7259
female,group E,bachelor's degree,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,69,69,74,7260
male,group D,some high school,standard,none,divorced,regularly,yes,4.0,school_bus,< 5,73,63,60,7261
female,group C,bachelor's degree,free/reduced,none,single,regularly,no,1.0,private,5 - 10,70,78,79,7262
male,group C,some high school,standard,none,married,never,yes,4.0,private,5 - 10,72,64,60,7263
male,group B,associate's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,< 5,73,84,78,7264
male,group C,associate's degree,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,50,53,43,7265
male,group A,high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,93,86,84,7266
male,group B,associate's degree,standard,none,married,sometimes,yes,3.0,school_bus,< 5,62,50,55,7267
female,group C,some high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,60,65,67,7268
male,group D,some high school,standard,none,divorced,never,yes,0.0,school_bus,> 10,62,58,56,7269
female,group D,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,77,84,86,7270
female,group B,bachelor's degree,standard,none,married,sometimes,no,4.0,private,5 - 10,77,92,91,7271
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,56,50,54,7272
male,group D,associate's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,5 - 10,66,66,61,7273
male,group D,some high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,48,39,41,7274
male,group B,master's degree,free/reduced,none,married,regularly,no,1.0,private,5 - 10,53,50,51,7275
male,group C,some high school,free/reduced,none,divorced,regularly,yes,3.0,school_bus,5 - 10,50,56,46,7276
female,group D,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,78,77,80,7277
male,group D,associate's degree,free/reduced,completed,single,regularly,yes,1.0,school_bus,5 - 10,74,63,68,7278
male,group C,bachelor's degree,standard,none,married,sometimes,yes,1.0,school_bus,> 10,94,96,88,7279
male,group C,master's degree,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,42,51,45,7280
female,group C,some high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,75,84,79,7281
female,group E,associate's degree,standard,completed,single,sometimes,yes,3.0,private,> 10,78,87,88,7282
male,group B,some college,free/reduced,none,married,regularly,yes,1.0,private,> 10,62,59,62,7283
female,group B,some high school,free/reduced,completed,single,regularly,no,1.0,private,5 - 10,70,82,82,7284
female,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,> 10,65,77,76,7285
